fname,ID,Status,pixel size,Single tick,Sex,Lifestage,Feed-Stage,Species,Identifier_initials,ID_date,Notes,re-cropped
/Volumes/My Passport/MLS_project/OriginalData/11723382+Dermacentor_variabilis+Augment+RTS_120+life_a+fed.jpg,11723382,Augment,120.0,True,f,a,unfed,Dermacentor variabilis,LJ,08/10/20,nan,False
/Volumes/My Passport/MLS_project/OriginalData/11729220+Dermacentor_variabilis+Augment+RTS_26+life_a+fed.jpg,11729220,Augment,26.0,True,f,a,unfed,Dermacentor variabilis,LJ,08/10/20,nan,True
/Volumes/My Passport/MLS_project/OriginalData/11734648+Ixodes_scapularis+Augment+RTS_52+life_a+fed.jpg,11734648,Augment,52.0,True,f,a,unfed,Ixodes scapularis,JAR,8/13/2020,nan,True
/Volumes/My Passport/MLS_project/OriginalData/11735912+Dermacentor_variabilis+Augment+RTS_35+life_a+fed.jpg,11735912,Augment,35.0,True,m,a,unfed,Dermacentor variabilis,LJ,08/10/20,nan,True
/Volumes/My Passport/MLS_project/OriginalData/11736973+Ixodes_scapularis+Augment+RTS_46+life_a+fed.jpg,11736973,Augment,46.0,True,f,a,fed,Ixodes scapularis,JAR,8/13/2020,nan,True
/Volumes/My Passport/MLS_project/OriginalData/11744899+Dermacentor_variabilis+Augment+RTS_56+life_a+fed.jpg,11744899,Augment,56.0,True,f,a,unfed,Dermacentor variabilis,LJ,08/10/20,nan,True
/Volumes/My Passport/MLS_project/OriginalData/11744918+Dermacentor_variabilis+Augment+RTS_35+life_a+fed.jpg,11744918,Augment,35.0,True,m,a,unfed,Dermacentor variabilis,LJ,08/10/20,nan,True
/Volumes/My Passport/MLS_project/OriginalData/11748152+Dermacentor_variabilis+Augment+RTS_29+life_a+fed.jpg,11748152,Augment,29.0,True,f,a,unfed,Dermacentor variabilis,LJ,08/10/20,nan,True
/Volumes/My Passport/MLS_project/OriginalData/11750317+Dermacentor_variabilis+Augment+RTS_42+life_a+fed.jpg,11750317,Augment,42.0,True,f,a,unfed,Dermacentor variabilis,LJ,08/10/20,nan,True
/Volumes/My Passport/MLS_project/OriginalData/11758834+Dermacentor_variabilis+Discard+RTS_+life_unk+feed_unk.jpg,11758834,Discard,nan,nan,unk,unk,unk,Dermacentor variabilis,LJ,08/10/20,nan,True
/Volumes/My Passport/MLS_project/OriginalData/11760316+Ixodes_scapularis+Augment+RTS_55+life_a+fed.jpg,11760316,Augment,55.0,True,m,a,unfed,Ixodes scapularis,JAR,8/13/2020,nan,True
/Volumes/My Passport/MLS_project/OriginalData/11772709+Dermacentor_variabilis+Augment+RTS_73+life_a+fed.jpg,11772709,Augment,73.0,True,f,a,unfed,Dermacentor variabilis,LJ,08/10/20,nan,True
/Volumes/My Passport/MLS_project/OriginalData/11775444+Ixodes_scapularis+Augment+RTS_25+life_a+fed.jpg,11775444,Augment,25.0,True,f,a,unfed,Ixodes scapularis,JAR,8/13/2020,nan,True
/Volumes/My Passport/MLS_project/OriginalData/11783900+Dermacentor_variabilis+Augment+RTS_90+life_a+fed.jpg,11783900,Augment,90.0,True,f,a,unfed,Dermacentor variabilis,LJ,08/10/20,nan,True
/Volumes/My Passport/MLS_project/OriginalData/11792331+Dermacentor_variabilis+Augment+RTS_95+life_a+fed.jpg,11792331,Augment,95.0,True,m,a,unfed,Dermacentor variabilis,LJ,08/10/20,nan,True
/Volumes/My Passport/MLS_project/OriginalData/11799467+Dermacentor_variabilis+Keep+RTS_9+life_a+fed.jpg,11799467,Keep,9.0,True,f,a,unfed,Dermacentor variabilis,LJ,08/10/20,nan,True
/Volumes/My Passport/MLS_project/OriginalData/11800941+Ixodes_scapularis+Augment+RTS_53+life_a+fed.jpg,11800941,Augment,53.0,True,f,a,unfed,Ixodes scapularis,JAR,8/13/2020,nan,True
/Volumes/My Passport/MLS_project/OriginalData/11802749+Ixodes_scapularis+Discard+RTS_+life_unk+feed_unk.jpg,11802749,Discard,nan,nan,unk,unk,unk,Ixodes scapularis,JAR,8/13/2020,nan,True
/Volumes/My Passport/MLS_project/OriginalData/11805438+Ixodes_scapularis+Augment+RTS_38+life_a+fed.jpg,11805438,Augment,38.0,True,f,a,unfed,Ixodes scapularis,JAR,8/13/2020,nan,True
/Volumes/My Passport/MLS_project/OriginalData/11820845+Dermacentor_variabilis+Keep+RTS_12+life_a+fed.jpg,11820845,Keep,12.0,True,unk,a,unfed,Dermacentor variabilis,LJ,08/10/20,nan,True
/Volumes/My Passport/MLS_project/OriginalData/11824585+Dermacentor_variabilis+Augment+RTS_31+life_a+fed.jpg,11824585,Augment,31.0,True,f,a,unfed,Dermacentor variabilis,LJ,08/10/20,nan,True
/Volumes/My Passport/MLS_project/OriginalData/11827000+Amblyomma_americanum+Augment+RTS_180+life_a+fed.jpg,11827000,Augment,180.0,True,m,a,unfed,Amblyomma americanum,XL,8/7/2020,nan,False
/Volumes/My Passport/MLS_project/OriginalData/11827034+Dermacentor_variabilis+Discard+RTS_+life_unk+feed_unk.jpg,11827034,Discard,nan,nan,unk,unk,unk,Dermacentor variabilis,LJ,08/10/20,nan,True
/Volumes/My Passport/MLS_project/OriginalData/1182988+Dermacentor_variabilis+Augment+RTS_120+life_a+fed.jpg,1182988,Augment,120.0,True,f,a,fed,Dermacentor variabilis,LJ,08/07/20,nan,False
/Volumes/My Passport/MLS_project/OriginalData/11833385+Dermacentor_variabilis+Augment+RTS_130+life_a+fed.jpg,11833385,Augment,130.0,True,f,a,unfed,Dermacentor variabilis,LJ,08/10/20,nan,False
/Volumes/My Passport/MLS_project/OriginalData/11836027+Dermacentor_variabilis+Augment+RTS_55+life_a+fed.jpg,11836027,Augment,55.0,True,f,a,unfed,Dermacentor variabilis,LJ,08/10/20,nan,True
/Volumes/My Passport/MLS_project/OriginalData/11861453+Dermacentor_variabilis+Augment+RTS_130+life_a+fed.jpg,11861453,Augment,130.0,True,f,a,unfed,Dermacentor variabilis,LJ,08/10/20,nan,False
/Volumes/My Passport/MLS_project/OriginalData/11869751+Dermacentor_variabilis+Discard+RTS_+life_unk+feed_unk.jpg,11869751,Discard,nan,nan,unk,unk,unk,Dermacentor variabilis,LJ,08/10/20,nan,True
/Volumes/My Passport/MLS_project/OriginalData/11873186+Amblyomma_americanum+Keep+RTS_25+life_unk+feed_unk.jpg,11873186,Keep,25.0,True,unk,unk,unk,Amblyomma americanum,XL,8/7/2020,nan,True
/Volumes/My Passport/MLS_project/OriginalData/11879534+Ixodes_scapularis+Augment+RTS_140+life_a+fed.jpg,11879534,Augment,140.0,True,m,a,unfed,Ixodes scapularis,JAR,8/13/2020,nan,True
/Volumes/My Passport/MLS_project/OriginalData/11880547+Amblyomma_americanum+Keep+RTS_25+life_a+fed.jpg,11880547,Keep,25.0,True,f,a,unfed,Amblyomma americanum,XL,8/7/2020,nan,True
/Volumes/My Passport/MLS_project/OriginalData/11886925+Amblyomma_americanum+Augment+RTS_160+life_a+fed.jpg,11886925,Augment,160.0,True,f,a,unfed,Amblyomma americanum,XL,8/7/2020,nan,False
/Volumes/My Passport/MLS_project/OriginalData/11887319+Dermacentor_variabilis+Augment+RTS_103+life_a+fed.jpg,11887319,Augment,103.0,True,f,a,unfed,Dermacentor variabilis,LJ,08/10/20,nan,False
/Volumes/My Passport/MLS_project/OriginalData/11898969+Amblyomma_americanum+Augment+RTS_80+life_a+fed.jpg,11898969,Augment,80.0,True,f,a,unfed,Amblyomma americanum,XL,8/7/2020,nan,False
/Volumes/My Passport/MLS_project/OriginalData/11899658+Dermacentor_variabilis+Augment+RTS_215+life_a+fed.jpg,11899658,Augment,215.0,True,f,a,unfed,Dermacentor variabilis,LJ,08/10/20,nan,False
/Volumes/My Passport/MLS_project/OriginalData/11899674+Dermacentor_variabilis+Augment+RTS_220+life_a+fed.jpg,11899674,Augment,220.0,True,m,a,unfed,Dermacentor variabilis,LJ,08/10/20,nan,False
/Volumes/My Passport/MLS_project/OriginalData/11901061+Dermacentor_variabilis+Augment+RTS_165+life_a+fed.jpg,11901061,Augment,165.0,True,f,a,unfed,Dermacentor variabilis,LJ,08/10/20,nan,False
/Volumes/My Passport/MLS_project/OriginalData/11905227+Dermacentor_variabilis+Augment+RTS_54+life_a+fed.jpg,11905227,Augment,54.0,True,m,a,unfed,Dermacentor variabilis,LJ,08/10/20,nan,True
/Volumes/My Passport/MLS_project/OriginalData/11908611+Dermacentor_variabilis+Keep+RTS_13+life_a+fed.jpg,11908611,Keep,13.0,True,unk,a,unfed,Dermacentor variabilis,LJ,08/10/20,nan,True
/Volumes/My Passport/MLS_project/OriginalData/11919339+Ixodes_scapularis+Augment+RTS_55+life_a+fed.jpg,11919339,Augment,55.0,True,f,a,unfed,Ixodes scapularis,JAR,8/13/2020,nan,True
/Volumes/My Passport/MLS_project/OriginalData/11940520+Dermacentor_variabilis+Augment+RTS_30+life_a+fed.jpg,11940520,Augment,30.0,True,f,a,unfed,Dermacentor variabilis,LJ,08/05/20,nan,True
/Volumes/My Passport/MLS_project/OriginalData/11941223+Amblyomma_americanum+Keep+RTS_25+life_unk+feed_unk.jpg,11941223,Keep,25.0,True,unk,unk,unk,Amblyomma americanum,XL,8/7/2020,nan,True
/Volumes/My Passport/MLS_project/OriginalData/11949052+Amblyomma_americanum+Augment+RTS_170+life_a+fed.jpg,11949052,Augment,170.0,True,f,a,unfed,Amblyomma americanum,XL,8/7/2020,nan,False
/Volumes/My Passport/MLS_project/OriginalData/11949907+Amblyomma_americanum+Augment+RTS_65+life_a+fed.jpg,11949907,Augment,65.0,True,f,a,unfed,Amblyomma americanum,XL,8/7/2020,nan,True
/Volumes/My Passport/MLS_project/OriginalData/11950967+Amblyomma_americanum+Augment+RTS_45+life_a+fed.jpg,11950967,Augment,45.0,True,f,a,unfed,Amblyomma americanum,XL,8/7/2020,nan,False
/Volumes/My Passport/MLS_project/OriginalData/11952234+Ixodes_scapularis+Augment+RTS_18+life_a+fed.jpg,11952234,Augment,18.0,True,f,a,unfed,Ixodes scapularis,JAR,8/13/2020,nan,True
/Volumes/My Passport/MLS_project/OriginalData/11953475+Amblyomma_americanum+Augment+RTS_55+life_a+fed.jpg,11953475,Augment,55.0,True,f,a,unfed,Amblyomma americanum,XL,8/7/2020,nan,True
/Volumes/My Passport/MLS_project/OriginalData/11956247+Ixodes_scapularis+Augment+RTS_70+life_a+fed.jpg,11956247,Augment,70.0,True,f,a,unfed,Ixodes scapularis,JAR,8/13/2020,nan,False
/Volumes/My Passport/MLS_project/OriginalData/11957112+Dermacentor_variabilis+Augment+RTS_75+life_a+fed.jpg,11957112,Augment,75.0,True,unk,a,unfed,Dermacentor variabilis,LJ,08/05/20,nan,False
/Volumes/My Passport/MLS_project/OriginalData/11964704+Amblyomma_americanum+Augment+RTS_100+life_a+fed.jpg,11964704,Augment,100.0,True,m,a,unfed,Amblyomma americanum,XL,8/7/2020,nan,False
/Volumes/My Passport/MLS_project/OriginalData/11972436+Dermacentor_variabilis+Augment+RTS_14+life_a+fed.jpg,11972436,Augment,14.0,True,m,a,unfed,Dermacentor variabilis,LJ,08/05/20,nan,True
/Volumes/My Passport/MLS_project/OriginalData/11982029+Ixodes_scapularis+Augment+RTS_110+life_a+fed.jpg,11982029,Augment,110.0,True,f,a,unfed,Ixodes scapularis,JAR,8/13/2020,nan,False
/Volumes/My Passport/MLS_project/OriginalData/11982425+Ixodes_scapularis+Augment+RTS_36+life_a+fed.jpg,11982425,Augment,36.0,True,f,a,unfed,Ixodes scapularis,JAR,8/13/2020,nan,True
/Volumes/My Passport/MLS_project/OriginalData/11982963+Dermacentor_variabilis+Augment+RTS_142+life_a+fed.jpg,11982963,Augment,142.0,True,m,a,unfed,Dermacentor variabilis,LJ,08/05/20,nan,False
/Volumes/My Passport/MLS_project/OriginalData/11997278+Ixodes_scapularis+Augment+RTS_80+life_a+fed.jpg,11997278,Augment,80.0,True,f,a,unfed,Ixodes scapularis,JAR,8/13/2020,nan,False
/Volumes/My Passport/MLS_project/OriginalData/11997406+Dermacentor_variabilis+Augment+RTS_190+life_a+fed.jpg,11997406,Augment,190.0,True,m,a,unfed,Dermacentor variabilis,LJ,08/05/20,nan,False
/Volumes/My Passport/MLS_project/OriginalData/12009264+Ixodes_scapularis+Keep+RTS_16+life_a+fed.jpg,12009264,Keep,16.0,True,f,a,unfed,Ixodes scapularis,JAR,8/13/2020,nan,True
/Volumes/My Passport/MLS_project/OriginalData/12015674+Ixodes_scapularis+Keep+RTS_13+life_a+fed.jpg,12015674,Keep,13.0,True,f,a,unfed,Ixodes scapularis,JAR,8/13/2020,nan,True
/Volumes/My Passport/MLS_project/OriginalData/12022677+Dermacentor_variabilis+Augment+RTS_70+life_unk+feed_unk.jpg,12022677,Augment,70.0,True,unk,unk,unk,Dermacentor variabilis,LJ,08/05/20,nan,True
/Volumes/My Passport/MLS_project/OriginalData/12029009+Amblyomma_americanum+Augment+RTS_25+life_a+fed.jpg,12029009,Augment,25.0,True,f,a,unfed,Amblyomma americanum,XL,8/7/2020,nan,True
/Volumes/My Passport/MLS_project/OriginalData/12029240+Dermacentor_variabilis+Augment+RTS_115+life_a+fed.jpg,12029240,Augment,115.0,True,f,a,unfed,Dermacentor variabilis,LJ,08/05/20,nan,True
/Volumes/My Passport/MLS_project/OriginalData/12044707+Dermacentor_variabilis+Augment+RTS_97+life_a+fed.jpg,12044707,Augment,97.0,True,f,a,unfed,Dermacentor variabilis,LJ,08/05/20,nan,False
/Volumes/My Passport/MLS_project/OriginalData/12054302+Dermacentor_variabilis+Augment+RTS_113+life_a+fed.jpg,12054302,Augment,113.0,True,f,a,unfed,Dermacentor variabilis,LJ,08/05/20,nan,True
/Volumes/My Passport/MLS_project/OriginalData/12061465+Dermacentor_variabilis+Augment+RTS_150+life_a+fed.jpg,12061465,Augment,150.0,True,m,a,unfed,Dermacentor variabilis,LJ,08/05/20,nan,False
/Volumes/My Passport/MLS_project/OriginalData/12064890+Dermacentor_variabilis+Augment+RTS_40+life_a+fed.jpg,12064890,Augment,40.0,True,f,a,unfed,Dermacentor variabilis,LJ,08/05/20,nan,True
/Volumes/My Passport/MLS_project/OriginalData/12070200+Dermacentor_variabilis+Augment+RTS_127+life_a+fed.jpg,12070200,Augment,127.0,True,m,a,unfed,Dermacentor variabilis,LJ,08/05/20,nan,False
/Volumes/My Passport/MLS_project/OriginalData/12075555+Dermacentor_variabilis+Augment+RTS_68+life_a+fed.jpg,12075555,Augment,68.0,True,m,a,unfed,Dermacentor variabilis,LJ,08/05/20,nan,True
/Volumes/My Passport/MLS_project/OriginalData/12091768+Dermacentor_variabilis+Augment+RTS_45+life_a+fed.jpg,12091768,Augment,45.0,True,m,a,unfed,Dermacentor variabilis,LJ,08/05/20,nan,True
/Volumes/My Passport/MLS_project/OriginalData/12097976+Dermacentor_variabilis+Augment+RTS_200+life_a+fed.jpg,12097976,Augment,200.0,True,f,a,unfed,Dermacentor variabilis,LJ,08/05/20,nan,False
/Volumes/My Passport/MLS_project/OriginalData/12105224+Ixodes_scapularis+Augment+RTS_44+life_a+fed.jpg,12105224,Augment,44.0,True,m,a,unfed,Ixodes scapularis,JAR,8/13/2020,nan,True
/Volumes/My Passport/MLS_project/OriginalData/12116938+Dermacentor_variabilis+Augment+RTS_90+life_a+fed.jpg,12116938,Augment,90.0,True,f,a,unfed,Dermacentor variabilis,LJ,08/05/20,nan,False
/Volumes/My Passport/MLS_project/OriginalData/12124649+Ixodes_scapularis+Augment+RTS_45+life_a+fed.jpg,12124649,Augment,45.0,True,f,a,unfed,Ixodes scapularis,JAR,8/13/2020,nan,True
/Volumes/My Passport/MLS_project/OriginalData/12127409+Dermacentor_variabilis+Augment+RTS_70+life_a+fed.jpg,12127409,Augment,70.0,True,m,a,unfed,Dermacentor variabilis,LJ,08/05/20,nan,True
/Volumes/My Passport/MLS_project/OriginalData/12132383+Dermacentor_variabilis+Augment+RTS_40+life_a+fed.jpg,12132383,Augment,40.0,True,f,a,unfed,Dermacentor variabilis,LJ,08/05/20,nan,True
/Volumes/My Passport/MLS_project/OriginalData/12138648+Dermacentor_variabilis+Augment+RTS_125+life_a+fed.jpg,12138648,Augment,125.0,True,f,a,unfed,Dermacentor variabilis,LJ,08/05/20,nan,False
/Volumes/My Passport/MLS_project/OriginalData/12139006+Ixodes_scapularis+Augment+RTS_12+life_a+fed.jpg,12139006,Augment,12.0,True,m,a,unfed,Ixodes scapularis,JAR,8/13/2020,nan,True
/Volumes/My Passport/MLS_project/OriginalData/12143474+Dermacentor_variabilis+Augment+RTS_60+life_a+fed.jpg,12143474,Augment,60.0,True,m,a,unfed,Dermacentor variabilis,LJ,08/05/20,nan,True
/Volumes/My Passport/MLS_project/OriginalData/12151301+Dermacentor_variabilis+Keep+RTS_15+life_a+fed.jpg,12151301,Keep,15.0,True,unk,a,unfed,Dermacentor variabilis,LJ,08/05/20,nan,True
/Volumes/My Passport/MLS_project/OriginalData/12154683+Amblyomma_americanum+Augment+RTS_224+life_a+fed.jpg,12154683,Augment,224.0,True,f,a,unfed,Amblyomma americanum,XL,8/7/2020,nan,False
/Volumes/My Passport/MLS_project/OriginalData/12155541+Dermacentor_variabilis+Augment+RTS_85+life_a+fed.jpg,12155541,Augment,85.0,True,m,a,unfed,Dermacentor variabilis,LJ,08/05/20,nan,True
/Volumes/My Passport/MLS_project/OriginalData/12163973+Dermacentor_variabilis+Augment+RTS_125+life_a+fed.jpg,12163973,Augment,125.0,True,m,a,unfed,Dermacentor variabilis,LJ,08/05/20,nan,False
/Volumes/My Passport/MLS_project/OriginalData/12177247+Amblyomma_americanum+Augment+RTS_30+life_a+fed.jpg,12177247,Augment,30.0,True,m,a,unfed,Amblyomma americanum,XL,8/7/2020,nan,True
/Volumes/My Passport/MLS_project/OriginalData/12177473+Amblyomma_americanum+Augment+RTS_80+life_a+fed.jpg,12177473,Augment,80.0,True,f,a,unfed,Amblyomma americanum,XL,8/7/2020,nan,False
/Volumes/My Passport/MLS_project/OriginalData/12187630+Dermacentor_variabilis+Augment+RTS_15+life_a+fed.jpg,12187630,Augment,15.0,True,f,a,unfed,Dermacentor variabilis,LJ,08/05/20,nan,True
/Volumes/My Passport/MLS_project/OriginalData/12202488+Dermacentor_variabilis+Discard+RTS_+life_unk+feed_unk.jpg,12202488,Discard,nan,nan,unk,unk,unk,Dermacentor variabilis,LJ,08/05/20,nan,True
/Volumes/My Passport/MLS_project/OriginalData/12209545+Amblyomma_americanum+Augment+RTS_50+life_a+fed.jpg,12209545,Augment,50.0,True,f,a,unfed,Amblyomma americanum,XL,8/7/2020,nan,True
/Volumes/My Passport/MLS_project/OriginalData/12214268+Ixodes_scapularis+Keep+RTS_14+life_a+fed.jpg,12214268,Keep,14.0,True,f,a,unfed,Ixodes scapularis,JAR,8/13/2020,nan,True
/Volumes/My Passport/MLS_project/OriginalData/12215399+Amblyomma_americanum+Augment+RTS_30+life_a+fed.jpg,12215399,Augment,30.0,True,f,a,unfed,Amblyomma americanum,XL,8/7/2020,nan,True
/Volumes/My Passport/MLS_project/OriginalData/12223800+Dermacentor_variabilis+Augment+RTS_95+life_a+fed.jpg,12223800,Augment,95.0,True,f,a,unfed,Dermacentor variabilis,LJ,08/05/20,nan,True
/Volumes/My Passport/MLS_project/OriginalData/12230610+Dermacentor_variabilis+Augment+RTS_75+life_a+fed.jpg,12230610,Augment,75.0,True,f,a,unfed,Dermacentor variabilis,LJ,08/05/20,nan,True
/Volumes/My Passport/MLS_project/OriginalData/12232447+Ixodes_scapularis+Discard+RTS_+life_unk+feed_unk.jpg,12232447,Discard,nan,nan,unk,unk,unk,Ixodes scapularis,JAR,8/13/2020,nan,True
/Volumes/My Passport/MLS_project/OriginalData/12246995+Ixodes_scapularis+Discard+RTS_+life_unk+feed_unk.jpg,12246995,Discard,nan,nan,unk,unk,unk,Ixodes scapularis,JAR,8/13/2020,nan,True
/Volumes/My Passport/MLS_project/OriginalData/12251765+Dermacentor_variabilis+Augment+RTS_32+life_a+fed.jpg,12251765,Augment,32.0,True,f,a,unfed,Dermacentor variabilis,LJ,08/05/20,nan,True
/Volumes/My Passport/MLS_project/OriginalData/12256237+Dermacentor_variabilis+Augment+RTS_125+life_a+fed.jpg,12256237,Augment,125.0,True,m,a,unfed,Dermacentor variabilis,LJ,08/05/20,nan,False
/Volumes/My Passport/MLS_project/OriginalData/12267859+Ixodes_scapularis+Discard+RTS_+life_unk+feed_unk.jpg,12267859,Discard,nan,nan,unk,unk,unk,Ixodes scapularis,JAR,8/13/2020,nan,True
/Volumes/My Passport/MLS_project/OriginalData/12271577+Dermacentor_variabilis+Augment+RTS_68+life_a+fed.jpg,12271577,Augment,68.0,True,f,a,unfed,Dermacentor variabilis,LJ,08/05/20,nan,False
/Volumes/My Passport/MLS_project/OriginalData/12273561+Ixodes_scapularis+Augment+RTS_39+life_a+fed.jpg,12273561,Augment,39.0,True,m,a,unfed,Ixodes scapularis,JAR,8/13/2020,nan,True
/Volumes/My Passport/MLS_project/OriginalData/12281236+Dermacentor_variabilis+Augment+RTS_30+life_a+fed.jpg,12281236,Augment,30.0,True,m,a,unfed,Dermacentor variabilis,LJ,08/05/20,nan,True
/Volumes/My Passport/MLS_project/OriginalData/12298428+Dermacentor_variabilis+Keep+RTS_12+life_a+fed.jpg,12298428,Keep,12.0,True,m,a,unfed,Dermacentor variabilis,LJ,08/05/20,nan,True
/Volumes/My Passport/MLS_project/OriginalData/12303403+Ixodes_scapularis+Augment+RTS_45+life_a+fed.jpg,12303403,Augment,45.0,True,m,a,unfed,Ixodes scapularis,JAR,8/13/2020,nan,False
/Volumes/My Passport/MLS_project/OriginalData/12308767+Dermacentor_variabilis+Augment+RTS_116+life_a+fed.jpg,12308767,Augment,116.0,True,f,a,unfed,Dermacentor variabilis,LJ,08/05/20,nan,False
/Volumes/My Passport/MLS_project/OriginalData/12316068+Dermacentor_variabilis+Augment+RTS_95+life_a+fed.jpg,12316068,Augment,95.0,True,f,a,unfed,Dermacentor variabilis,LJ,08/05/20,nan,False
/Volumes/My Passport/MLS_project/OriginalData/12321949+Dermacentor_variabilis+Augment+RTS_175+life_a+fed.jpg,12321949,Augment,175.0,True,f,a,unfed,Dermacentor variabilis,LJ,08/05/20,nan,False
/Volumes/My Passport/MLS_project/OriginalData/12322530+Ixodes_scapularis+Augment+RTS_35+life_a+fed.jpg,12322530,Augment,35.0,True,f,a,fed,Ixodes scapularis,JAR,8/13/2020,nan,True
/Volumes/My Passport/MLS_project/OriginalData/12326556+Dermacentor_variabilis+Augment+RTS_37+life_a+fed.jpg,12326556,Augment,37.0,True,m,a,unfed,Dermacentor variabilis,LJ,08/05/20,nan,True
/Volumes/My Passport/MLS_project/OriginalData/12328813+Dermacentor_variabilis+Augment+RTS_64+life_a+fed.jpg,12328813,Augment,64.0,True,f,a,unfed,Dermacentor variabilis,LJ,08/05/20,nan,True
/Volumes/My Passport/MLS_project/OriginalData/12335722+Dermacentor_variabilis+Augment+RTS_22+life_a+fed.jpg,12335722,Augment,22.0,True,m,a,unfed,Dermacentor variabilis,LJ,08/05/20,nan,True
/Volumes/My Passport/MLS_project/OriginalData/12341126+Dermacentor_variabilis+Augment+RTS_115+life_a+fed.jpg,12341126,Augment,115.0,True,f,a,fed,Dermacentor variabilis,LJ,08/05/20,nan,False
/Volumes/My Passport/MLS_project/OriginalData/12344191+Dermacentor_variabilis+Augment+RTS_160+life_a+fed.jpg,12344191,Augment,160.0,True,m,a,unfed,Dermacentor variabilis,LJ,08/05/20,nan,False
/Volumes/My Passport/MLS_project/OriginalData/12347988+Dermacentor_variabilis+Keep+RTS_17+life_a+fed.jpg,12347988,Keep,17.0,True,unk,a,unfed,Dermacentor variabilis,LJ,08/05/20,nan,True
/Volumes/My Passport/MLS_project/OriginalData/12354461+Amblyomma_americanum+Augment+RTS_80+life_n+fed.jpg,12354461,Augment,80.0,True,unk,n,fed,Amblyomma americanum,XL,8/7/2020,nan,False
